date,home_team,away_team,home_score,away_score,tournament,city,country,id,home_result,away_result
1972-06-18,Colombia,France,2.0,3.0,Brazil Independence Cup,Salvador,Brazil,8062,loss,win
1972-06-18,Ecuador,Republic of Ireland,2.0,3.0,Brazil Independence Cup,Natal,Brazil,8063,loss,win
1972-06-18,Germany,Russia,3.0,0.0,UEFA Euro,Brussels,Belgium,8064,win,loss
1972-06-18,Peru,Venezuela,1.0,0.0,Brazil Independence Cup,Manaus,Brazil,8065,win,loss
1972-06-19,Myanmar,Cambodia,0.0,3.0,Indonesia Tournament,Jakarta,Indonesia,8066,loss,win
1972-06-20,Congo DR,Togo,4.0,0.0,FIFA World Cup qualification,Kinshasa,Congo DR,8067,win,loss
1972-06-21,Bolivia,Venezuela,2.0,2.0,Brazil Independence Cup,Manaus,Brazil,8068,draw,draw
1972-06-21,Bulgaria,Italy,1.0,1.0,Friendly,Sofia,Bulgaria,8069,draw,draw
1972-06-21,Chile,Republic of Ireland,2.0,1.0,Brazil Independence Cup,Recife,Brazil,8070,win,loss
1972-06-21,Ecuador,IR Iran,1.0,1.0,Brazil Independence Cup,Recife,Brazil,8071,draw,draw
1972-06-21,Finland,Albania,1.0,0.0,FIFA World Cup qualification,Helsinki,Finland,8072,win,loss
1972-06-22,Argentina,Colombia,4.0,1.0,Brazil Independence Cup,Salvador,Brazil,8073,win,loss
1972-06-22,Paraguay,Serbia,1.0,2.0,Brazil Independence Cup,Manaus,Brazil,8074,loss,win
1972-06-23,Singapore,Sri Lanka,3.0,1.0,Friendly,Kallang,Singapore,8075,win,loss
1972-06-25,Argentina,France,0.0,0.0,Brazil Independence Cup,Salvador,Brazil,8076,draw,draw
1972-06-25,Bolivia,Paraguay,1.0,6.0,Brazil Independence Cup,Manaus,Brazil,8077,loss,win
1972-06-25,Chile,IR Iran,2.0,1.0,Brazil Independence Cup,Recife,Brazil,8078,win,loss
1972-06-25,Republic of Ireland,Portugal,1.0,2.0,Brazil Independence Cup,Recife,Brazil,8079,loss,win
1972-06-25,Peru,Serbia,1.0,2.0,Brazil Independence Cup,Manaus,Brazil,8080,loss,win
1972-06-28,Brazil,Czechia,0.0,0.0,Brazil Independence Cup,Rio de Janeiro,Brazil,8081,draw,draw
1972-06-29,Argentina,Portugal,1.0,3.0,Brazil Independence Cup,Rio de Janeiro,Brazil,8082,loss,win
1972-06-29,Scotland,Serbia,2.0,2.0,Brazil Independence Cup,Belo Horizonte,Brazil,8083,draw,draw
1972-06-29,Sweden,Denmark,2.0,0.0,Nordic Championship,MalmÃ¶,Sweden,8084,win,loss
1972-06-29,Uruguay,Russia,0.0,1.0,Brazil Independence Cup,SÃ£o Paulo,Brazil,8085,loss,win
1972-07-02,Argentina,Russia,1.0,0.0,Brazil Independence Cup,Belo Horizonte,Brazil,8086,win,loss
1972-07-02,Brazil,Serbia,3.0,0.0,Brazil Independence Cup,SÃ£o Paulo,Brazil,8087,win,loss
1972-07-02,Congo DR,Guinea,6.0,0.0,Friendly,Kinshasa,Congo DR,8088,win,loss
1972-07-02,Czechia,Scotland,0.0,0.0,Brazil Independence Cup,Porto Alegre,Brazil,8089,draw,draw
1972-07-02,Ghana,Benin,5.0,1.0,FIFA World Cup qualification,Kumasi,Ghana,8090,win,loss
1972-07-02,Portugal,Uruguay,1.0,1.0,Brazil Independence Cup,Rio de Janeiro,Brazil,8091,draw,draw
1972-07-03,Iceland,Denmark,2.0,5.0,Friendly,ReykjavÃ­k,Iceland,8092,loss,win
1972-07-04,Tanzania,Sudan,3.0,0.0,Friendly,Dar es Salaam,Tanzania,8093,win,loss
1972-07-05,Brazil,Scotland,1.0,0.0,Brazil Independence Cup,Rio de Janeiro,Brazil,8094,win,loss
1972-07-06,Argentina,Uruguay,1.0,0.0,Brazil Independence Cup,Porto Alegre,Brazil,8095,win,loss
1972-07-06,Czechia,Serbia,1.0,2.0,Brazil Independence Cup,SÃ£o Paulo,Brazil,8096,loss,win
1972-07-06,Malawi,Lesotho,1.0,0.0,Friendly,Blantyre,Malawi,8097,win,loss
1972-07-06,Portugal,Russia,1.0,0.0,Brazil Independence Cup,Belo Horizonte,Brazil,8098,win,loss
1972-07-06,Tanzania,Nigeria,0.0,0.0,Friendly,Dar es Salaam,Tanzania,8099,draw,draw
1972-07-08,Malawi,Lesotho,4.0,0.0,Friendly,Blantyre,Malawi,8100,win,loss
1972-07-09,Argentina,Serbia,2.0,4.0,Brazil Independence Cup,Rio de Janeiro,Brazil,8101,loss,win
1972-07-09,Brazil,Portugal,1.0,0.0,Brazil Independence Cup,Rio de Janeiro,Brazil,8102,win,loss
1972-07-09,Uganda,Sudan,4.0,0.0,Friendly,Kampala,Uganda,8103,win,loss
1972-07-12,Iceland,Faroe Islands,3.0,0.0,Friendly,ReykjavÃ­k,Iceland,8104,win,loss
1972-07-12,Malaysia,Sri Lanka,4.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8105,win,loss
1972-07-12,Japan,Cambodia,4.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8106,win,loss
1972-07-13,Indonesia,Singapore,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8107,draw,draw
1972-07-14,Malaysia,Philippines,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8108,win,loss
1972-07-15,"Hong Kong, China",Korea Republic,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8109,draw,draw
1972-07-15,Singapore,Thailand,0.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8110,loss,win
1972-07-16,Cambodia,Philippines,2.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8111,draw,draw
1972-07-16,Finland,Russia,1.0,1.0,Friendly,Vaasa,Finland,8112,draw,draw
1972-07-16,Japan,Sri Lanka,5.0,0.0,Merdeka Tournament,Ipoh,Malaysia,8113,win,loss
1972-07-16,Kenya,Sudan,2.0,0.0,FIFA World Cup qualification,Nairobi,Kenya,8114,win,loss
1972-07-17,"Hong Kong, China",Singapore,4.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8115,win,loss
1972-07-17,Korea Republic,Thailand,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8116,win,loss
1972-07-18,Japan,Philippines,5.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8117,win,loss
1972-07-19,Indonesia,Thailand,3.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8118,win,loss
1972-07-19,Malaysia,Cambodia,6.0,1.0,Merdeka Tournament,Ipoh,Malaysia,8119,win,loss
1972-07-19,Korea Republic,Singapore,4.0,1.0,Merdeka Tournament,Ipoh,Malaysia,8120,win,loss
1972-07-20,Philippines,Sri Lanka,4.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8121,win,loss
1972-07-21,"Hong Kong, China",Indonesia,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8122,win,loss
1972-07-22,Cambodia,Sri Lanka,6.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8123,win,loss
1972-07-22,Malaysia,Japan,3.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8124,win,loss
1972-07-23,"Hong Kong, China",Thailand,2.0,2.0,Merdeka Tournament,Ipoh,Malaysia,8125,draw,draw
1972-07-23,Indonesia,Korea Republic,0.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8126,loss,win
1972-07-23,Sudan,Kenya,1.0,0.0,FIFA World Cup qualification,Khartoum,Sudan,8127,win,loss
1972-07-25,Singapore,Sri Lanka,6.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8128,win,loss
1972-07-26,Japan,Korea Republic,0.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8129,loss,win
1972-07-27,Uganda,Tanzania,1.0,1.0,Friendly,Kampala,Uganda,8130,draw,draw
1972-07-28,Cambodia,"Hong Kong, China",1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8131,win,loss
1972-07-29,Philippines,Thailand,0.0,4.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8132,loss,win
1972-07-29,Malaysia,Korea Republic,1.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,8133,loss,win
1972-08-02,Indonesia,Philippines,3.0,0.0,Friendly,Kallang,Singapore,8134,win,loss
1972-08-02,Singapore,Sri Lanka,6.0,1.0,Friendly,Kallang,Singapore,8135,win,loss
1972-08-03,Norway,Iceland,4.0,1.0,FIFA World Cup qualification,Stavanger,Norway,8136,win,loss
1972-08-04,"Hong Kong, China",Sri Lanka,2.0,1.0,Friendly,Kallang,Singapore,8137,win,loss
1972-08-04,Japan,Philippines,4.0,1.0,Friendly,Kallang,Singapore,8138,win,loss
1972-08-05,Nigeria,Congo,2.0,1.0,FIFA World Cup qualification,Ibadan,Nigeria,8139,win,loss
1972-08-06,Costa Rica,Mexico,1.0,0.0,Friendly,San JosÃ©,Costa Rica,8140,win,loss
1972-08-06,Indonesia,Japan,1.0,0.0,Friendly,Kallang,Singapore,8141,win,loss
1972-08-06,Singapore,"Hong Kong, China",0.0,2.0,Friendly,Kallang,Singapore,8142,loss,win
1972-08-06,Sweden,Russia,4.0,4.0,Friendly,Solna,Sweden,8143,draw,draw
1972-08-08,Cambodia,Indonesia,0.0,5.0,Friendly,Kallang,Singapore,8144,loss,win
1972-08-09,Peru,Mexico,3.0,2.0,Friendly,Lima,Peru,8145,win,loss
1972-08-10,"Hong Kong, China",Cambodia,2.0,1.0,Friendly,Kallang,Singapore,8146,win,loss
1972-08-15,Congo,Nigeria,1.0,1.0,FIFA World Cup qualification,Brazzaville,Congo,8147,draw,draw
1972-08-16,Chile,Mexico,0.0,2.0,Friendly,Santiago,Chile,8148,loss,win
1972-08-20,Canada,USA,3.0,2.0,CONCACAF Championship qualification,St. John's,Canada,8149,win,loss
1972-08-24,Canada,Mexico,0.0,1.0,CONCACAF Championship qualification,Toronto,Canada,8150,loss,win
1972-08-29,USA,Canada,2.0,2.0,CONCACAF Championship qualification,Baltimore,USA,8151,draw,draw
1972-08-30,Czechia,Netherlands,1.0,2.0,Friendly,Prague,Czechia,8152,loss,win
1972-09-02,Greece,France,1.0,3.0,Friendly,Piraeus,Greece,8153,loss,win
1972-09-02,Guatemala,Canada,2.0,2.0,Friendly,Guatemala,Guatemala,8154,draw,draw
1972-09-03,Mexico,USA,3.0,1.0,CONCACAF Championship qualification,Mexico City,Mexico,8155,win,loss
1972-09-03,Romania,Austria,1.0,1.0,Friendly,Craiova,Romania,8156,draw,draw
1972-09-03,Sri Lanka,China PR,2.0,3.0,Friendly,Colombo,Sri Lanka,8157,loss,win
1972-09-06,Mexico,Canada,2.0,1.0,CONCACAF Championship qualification,Mexico City,Mexico,8158,win,loss
1972-09-10,USA,Mexico,1.0,2.0,CONCACAF Championship qualification,Los Angeles,USA,8159,loss,win
1972-09-12,Sri Lanka,China PR,0.0,1.0,Friendly,Colombo,Sri Lanka,8160,loss,win
1972-09-14,Japan,Korea Republic,2.0,2.0,Friendly,Tokyo,Japan,8161,draw,draw
1972-09-17,Aotearoa New Zealand,New Caledonia,4.0,1.0,Friendly,Wellington,Aotearoa New Zealand,8162,win,loss
1972-09-17,Norway,Sweden,1.0,3.0,Nordic Championship,Oslo,Norway,8163,loss,win
1972-09-20,Cambodia,Malaysia,0.0,1.0,Korea Cup,Seoul,Korea Republic,8164,loss,win
1972-09-20,Finland,Romania,1.0,1.0,FIFA World Cup qualification,Helsinki,Finland,8165,draw,draw
1972-09-20,Italy,Serbia,3.0,1.0,Friendly,Turin,Italy,8166,win,loss
1972-09-20,Korea Republic,Thailand,3.0,0.0,Korea Cup,Seoul,Korea Republic,8167,win,loss
1972-09-21,Myanmar,Philippines,4.0,0.0,Korea Cup,Seoul,Korea Republic,8168,win,loss
1972-09-22,Korea Republic,Cambodia,3.0,1.0,Korea Cup,Seoul,Korea Republic,8169,win,loss
1972-09-22,Malaysia,Thailand,1.0,1.0,Korea Cup,Seoul,Korea Republic,8170,draw,draw
1972-09-23,Myanmar,Indonesia,1.0,1.0,Korea Cup,Seoul,Korea Republic,8171,draw,draw
1972-09-23,Philippines,Singapore,0.0,5.0,Korea Cup,Seoul,Korea Republic,8172,loss,win
1972-09-24,Cambodia,Thailand,0.0,0.0,Korea Cup,Seoul,Korea Republic,8173,draw,draw
1972-09-24,Korea Republic,Malaysia,2.0,0.0,Korea Cup,Seoul,Korea Republic,8174,win,loss
1972-09-25,Myanmar,Singapore,1.0,0.0,Korea Cup,Seoul,Korea Republic,8175,win,loss
1972-09-27,Cambodia,Philippines,1.0,0.0,Korea Cup,Seoul,Korea Republic,8176,win,loss
1972-09-27,Korea Republic,Myanmar,0.0,1.0,Korea Cup,Seoul,Korea Republic,8177,loss,win
1972-09-28,Indonesia,Malaysia,3.0,1.0,Korea Cup,Seoul,Korea Republic,8178,win,loss
1972-09-28,Singapore,Thailand,1.0,4.0,Korea Cup,Seoul,Korea Republic,8179,loss,win
1972-09-30,Myanmar,Indonesia,3.0,1.0,Korea Cup,Seoul,Korea Republic,8180,win,loss
1972-09-30,Korea Republic,Malaysia,1.0,0.0,Korea Cup,Seoul,Korea Republic,8181,win,loss
1972-09-30,Aotearoa New Zealand,New Caledonia,2.0,1.0,Friendly,Auckland,Aotearoa New Zealand,8182,win,loss
1972-10-01,Costa Rica,El Salvador,2.0,0.0,Friendly,San JosÃ©,Costa Rica,8183,win,loss
1972-10-04,Algeria,Turkiye,1.0,0.0,Friendly,Algiers,Algeria,8184,win,loss
1972-10-04,Denmark,Switzerland,1.0,1.0,Friendly,Copenhagen,Denmark,8185,draw,draw
1972-10-04,Lesotho,Zambia,1.0,1.0,Friendly,Maseru,Lesotho,8186,draw,draw
1972-10-04,Norway,Belgium,0.0,2.0,FIFA World Cup qualification,Oslo,Norway,8187,loss,win
1972-10-05,"Hong Kong, China",Singapore,2.0,3.0,Friendly,So Kon Po,"Hong Kong, China",8188,loss,win
1972-10-07,Germany,Finland,5.0,0.0,FIFA World Cup qualification,Dresden,Germany,8189,win,loss
1972-10-07,Indonesia,Australia,1.0,4.0,Friendly,Jakarta,Indonesia,8190,loss,win
1972-10-07,Luxembourg,Italy,0.0,4.0,FIFA World Cup qualification,Luxembourg,Luxembourg,8191,loss,win
1972-10-08,El Salvador,Costa Rica,0.0,1.0,Friendly,San Salvador,El Salvador,8192,loss,win
1972-10-08,Lesotho,Zambia,1.0,1.0,Friendly,Maseru,Lesotho,8193,draw,draw
1972-10-09,Australia,Aotearoa New Zealand,3.0,1.0,Friendly,Jakarta,Indonesia,8194,win,loss
1972-10-11,England,Serbia,1.0,1.0,Friendly,London,England,8195,draw,draw
1972-10-11,Indonesia,Aotearoa New Zealand,1.0,1.0,Friendly,Jakarta,Indonesia,8196,draw,draw
1972-10-11,Spain,Argentina,1.0,0.0,Friendly,Madrid,Spain,8197,win,loss
1972-10-11,St Kitts and Nevis,Trinidad and Tobago,0.0,3.0,Friendly,Basseterre,St Kitts and Nevis,8198,loss,win
1972-10-12,Mexico,Costa Rica,3.0,1.0,Friendly,Mexico City,Mexico,8199,win,loss
1972-10-13,China PR,Nepal,6.0,2.0,Friendly,Beijing,China PR,8200,win,loss
1972-10-13,France,Russia,1.0,0.0,FIFA World Cup qualification,Paris,France,8201,win,loss
1972-10-14,New Caledonia,Aotearoa New Zealand,3.0,1.0,Friendly,NoumÃ©a,New Caledonia,8202,win,loss
1972-10-15,Austria,Hungary,2.0,2.0,FIFA World Cup qualification,Vienna,Austria,8203,draw,draw
1972-10-15,Guatemala,Costa Rica,0.0,0.0,Friendly,Guatemala,Guatemala,8204,draw,draw
1972-10-15,Malawi,Kenya,0.0,1.0,Friendly,Lilongwe,Malawi,8205,loss,win
1972-10-15,Poland,Czechia,3.0,0.0,Friendly,Bydgoszcz,Poland,8206,win,loss
1972-10-15,Sierra Leone,Cote d'Ivoire,0.0,1.0,FIFA World Cup qualification,Freetown,Sierra Leone,8207,loss,win
1972-10-15,Sweden,Malta,7.0,0.0,FIFA World Cup qualification,Gothenburg,Sweden,8208,win,loss
1972-10-15,Vietnam,Australia,0.0,1.0,Friendly,Saigon,Vietnam,8209,loss,win
1972-10-18,Bulgaria,Northern Ireland,3.0,0.0,FIFA World Cup qualification,Sofia,Bulgaria,8210,win,loss
1972-10-18,Denmark,Scotland,1.0,4.0,FIFA World Cup qualification,Copenhagen,Denmark,8211,loss,win
1972-10-18,Republic of Ireland,Russia,1.0,2.0,FIFA World Cup qualification,Dublin,Republic of Ireland,8212,loss,win
1972-10-19,Spain,Serbia,2.0,2.0,FIFA World Cup qualification,Las Palmas,Spain,8213,draw,draw
1972-10-21,Switzerland,Italy,0.0,0.0,FIFA World Cup qualification,Berne,Switzerland,8214,draw,draw
1972-10-22,Korea Republic,Australia,1.0,1.0,Friendly,Seoul,Korea Republic,8215,draw,draw
1972-10-22,Luxembourg,Turkiye,2.0,0.0,FIFA World Cup qualification,Luxembourg,Luxembourg,8216,win,loss
1972-10-22,Malawi,Kenya,2.0,1.0,Friendly,Blantyre,Malawi,8217,win,loss
1972-10-24,Korea Republic,Australia,0.0,2.0,Friendly,Seoul,Korea Republic,8218,loss,win
1972-10-25,Peru,Argentina,0.0,2.0,Copa RamÃ³n Castilla,Lima,Peru,8219,loss,win
1972-10-28,Cambodia,Singapore,0.0,1.0,Vietnam Independence Cup,Saigon,Vietnam,8220,loss,win
1972-10-28,Vietnam,Malaysia,0.0,0.0,Vietnam Independence Cup,Saigon,Vietnam,8221,draw,draw
1972-10-29,Cambodia,Malaysia,1.0,0.0,Vietnam Independence Cup,Saigon,Vietnam,8222,win,loss
1972-10-29,Cote d'Ivoire,Sierra Leone,2.0,0.0,FIFA World Cup qualification,Abidjan,Cote d'Ivoire,8223,win,loss
1972-10-29,Philippines,Australia,0.0,6.0,Friendly,Manila,Philippines,8224,loss,win
1972-10-29,Romania,Albania,2.0,0.0,FIFA World Cup qualification,Bucharest,Romania,8225,win,loss
1972-10-29,Vietnam,Singapore,4.0,1.0,Vietnam Independence Cup,Saigon,Vietnam,8226,win,loss
1972-11-01,Czechia,Germany,1.0,3.0,Friendly,Bratislava,Czechia,8227,loss,win
1972-11-01,Malaysia,Singapore,1.0,3.0,Vietnam Independence Cup,Saigon,Vietnam,8228,loss,win
1972-11-01,Netherlands,Norway,9.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,8229,win,loss
1972-11-01,Vietnam,Cambodia,1.0,2.0,Vietnam Independence Cup,Saigon,Vietnam,8230,loss,win
1972-11-06,Nigeria,Tanzania,2.0,1.0,Friendly,Benin City,Nigeria,8231,win,loss
1972-11-10,Trinidad and Tobago,Antigua and Barbuda,11.0,1.0,CONCACAF Championship qualification,Port of Spain,Trinidad and Tobago,8232,win,loss
1972-11-11,Nigeria,Tanzania,3.0,2.0,Friendly,Lagos,Nigeria,8233,win,loss
1972-11-12,Costa Rica,Guatemala,1.0,1.0,Friendly,San JosÃ©,Costa Rica,8234,draw,draw
1972-11-15,Germany,Switzerland,5.0,1.0,Friendly,DÃ¼sseldorf,Germany,8235,win,loss
1972-11-15,Republic of Ireland,France,2.0,1.0,FIFA World Cup qualification,Dublin,Republic of Ireland,8236,win,loss
1972-11-15,Scotland,Denmark,2.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,8237,win,loss
1972-11-15,Wales,England,0.0,1.0,FIFA World Cup qualification,Cardiff,Wales,8238,loss,win
1972-11-16,Tunisia,Algeria,1.0,2.0,Friendly,Tunis,Tunisia,8239,loss,win
1972-11-18,Korea Republic,Malaysia,4.0,1.0,King's Cup,Bangkok,Thailand,8240,win,loss
1972-11-18,Sierra Leone,Tanzania,2.0,2.0,Friendly,Freetown,Sierra Leone,8241,draw,draw
1972-11-18,Thailand,Singapore,4.0,0.0,King's Cup,Bangkok,Thailand,8242,win,loss
1972-11-18,Serbia,Greece,1.0,0.0,FIFA World Cup qualification,Belgrade,Serbia,8243,win,loss
1972-11-19,Antigua and Barbuda,Trinidad and Tobago,1.0,2.0,CONCACAF Championship qualification,St. John's,Antigua and Barbuda,8244,loss,win
1972-11-19,Belgium,Netherlands,0.0,0.0,FIFA World Cup qualification,Antwerp,Belgium,8245,draw,draw
1972-11-19,Cyprus,Bulgaria,0.0,4.0,FIFA World Cup qualification,AkdoÄan,Cyprus,8246,loss,win
1972-11-19,Morocco,Senegal,0.0,0.0,FIFA World Cup qualification,Rabat,Morocco,8247,draw,draw
1972-11-20,Indonesia,Singapore,1.0,2.0,King's Cup,Bangkok,Thailand,8248,loss,win
1972-11-20,Thailand,Malaysia,0.0,2.0,King's Cup,Bangkok,Thailand,8249,loss,win
1972-11-22,Indonesia,Korea Republic,1.0,1.0,King's Cup,Bangkok,Thailand,8250,draw,draw
1972-11-22,Malaysia,Singapore,2.0,0.0,King's Cup,Bangkok,Thailand,8251,win,loss
1972-11-22,Mali,Nigeria,2.0,1.0,Friendly,Bamako,Mali,8252,win,loss
1972-11-24,Guinea,China PR,1.0,1.0,Friendly,Conakry,Guinea,8253,draw,draw
1972-11-24,Korea Republic,Singapore,2.0,0.0,King's Cup,Bangkok,Thailand,8254,win,loss
1972-11-24,Liberia,Nigeria,1.0,3.0,Friendly,Monrovia,Liberia,8255,loss,win
1972-11-24,Thailand,Indonesia,3.0,0.0,King's Cup,Bangkok,Thailand,8256,win,loss
1972-11-25,Dominica,Grenada,1.0,2.0,Windward Islands Tournament,Castries,St Lucia,8257,loss,win
1972-11-25,Malta,Austria,0.0,2.0,FIFA World Cup qualification,GÅ¼ira,Malta,8258,loss,win
1972-11-25,Tanzania,Ethiopia,1.0,1.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,8259,draw,draw
1972-11-26,Indonesia,Malaysia,0.0,2.0,King's Cup,Bangkok,Thailand,8260,loss,win
1972-11-26,Sierra Leone,Nigeria,0.0,1.0,Friendly,Freetown,Sierra Leone,8261,loss,win
1972-11-26,St Lucia,St Vincent and the Grenadines,2.0,1.0,Windward Islands Tournament,Castries,St Lucia,8262,win,loss
1972-11-26,Thailand,Korea Republic,1.0,0.0,King's Cup,Bangkok,Thailand,8263,win,loss
1972-11-28,Dominica,St Vincent and the Grenadines,1.0,2.0,Windward Islands Tournament,Castries,St Lucia,8264,loss,win
1972-11-28,Korea Republic,Singapore,0.0,0.0,King's Cup,Bangkok,Thailand,8265,draw,draw
1972-11-28,Thailand,Malaysia,0.0,1.0,King's Cup,Bangkok,Thailand,8266,loss,win
1972-11-28,Trinidad and Tobago,Suriname,2.0,1.0,CONCACAF Championship qualification,Port of Spain,Trinidad and Tobago,8267,win,loss
1972-11-29,Senegal,China PR,0.0,0.0,Friendly,Dakar,Senegal,8268,draw,draw
1972-11-29,St Lucia,Grenada,1.0,0.0,Windward Islands Tournament,Castries,St Lucia,8269,win,loss
1972-11-30,Trinidad and Tobago,Suriname,1.0,1.0,CONCACAF Championship qualification,San Fernando,Trinidad and Tobago,8270,draw,draw
1972-12-01,Grenada,St Vincent and the Grenadines,0.0,0.0,Windward Islands Tournament,Castries,St Lucia,8271,draw,draw
1972-12-02,St Lucia,Dominica,1.0,0.0,Windward Islands Tournament,Castries,St Lucia,8272,win,loss
1972-12-03,Antigua and Barbuda,Suriname,0.0,6.0,CONCACAF Championship qualification,St. John's,Antigua and Barbuda,8273,loss,win
1972-12-03,Ethiopia,Tanzania,0.0,0.0,FIFA World Cup qualification,Addis Ababa,Ethiopia,8274,draw,draw
1972-12-03,Guatemala,El Salvador,1.0,0.0,CONCACAF Championship qualification,Guatemala,Guatemala,8275,win,loss
1972-12-03,Honduras,Costa Rica,2.0,1.0,CONCACAF Championship qualification,Tegucigalpa,Honduras,8276,win,loss
1972-12-03,Senegal,Morocco,1.0,2.0,FIFA World Cup qualification,Dakar,Senegal,8277,loss,win
1972-12-04,Nigeria,Mali,3.0,0.0,Friendly,Lagos,Nigeria,8278,win,loss
1972-12-05,Antigua and Barbuda,Suriname,1.0,3.0,CONCACAF Championship qualification,St. John's,Antigua and Barbuda,8279,loss,win
1972-12-08,Egypt,Tunisia,2.0,1.0,FIFA World Cup qualification,Cairo,Egypt,8280,win,loss
1972-12-10,Costa Rica,Honduras,3.0,3.0,CONCACAF Championship qualification,San JosÃ©,Costa Rica,8281,draw,draw
1972-12-10,El Salvador,Guatemala,0.0,1.0,CONCACAF Championship qualification,San Salvador,El Salvador,8282,loss,win
1972-12-10,Ethiopia,Tanzania,3.0,0.0,FIFA World Cup qualification,Addis Ababa,Ethiopia,8283,win,loss
1972-12-10,Mauritius,Kenya,1.0,3.0,FIFA World Cup qualification,Curepipe,Mauritius,8284,loss,win
1972-12-10,Turkiye,Luxembourg,3.0,0.0,FIFA World Cup qualification,Istanbul,Turkiye,8285,win,loss
1972-12-12,Nigeria,Sierra Leone,4.0,0.0,Friendly,Lagos,Nigeria,8286,win,loss
1972-12-14,Haiti,Curcao,3.0,0.0,Friendly,Port-au-Prince,Haiti,8287,win,loss
1972-12-14,Panama,Puerto Rico,5.0,0.0,Friendly,Panama City,Panama,8288,win,loss
1972-12-16,Panama,Puerto Rico,0.0,1.0,Friendly,Panama City,Panama,8289,loss,win
1972-12-17,Haiti,Curcao,4.0,1.0,Friendly,Port-au-Prince,Haiti,8290,win,loss
1972-12-17,Kenya,Mauritius,2.0,2.0,FIFA World Cup qualification,Nairobi,Kenya,8291,draw,draw
1972-12-17,Tunisia,Egypt,2.0,0.0,FIFA World Cup qualification,Tunis,Tunisia,8292,win,loss
1972-12-20,Nigeria,Benin,3.0,0.0,Friendly,Lagos,Nigeria,8293,win,loss
1972-12-24,Bermuda,Jamaica,0.0,0.0,Friendly,Hamilton,Bermuda,8294,draw,draw
1972-12-27,Bermuda,Jamaica,0.0,3.0,Friendly,Hamilton,Bermuda,8295,loss,win
1972-12-28,Ghana,Togo,2.0,2.0,Friendly,Accra,Ghana,8296,draw,draw
1972-12-29,Liberia,Ghana,2.0,2.0,Friendly,Monrovia,Liberia,8297,draw,draw
1973-01-01,The Gambia,Senegal,2.0,1.0,Friendly,Banjul,The Gambia,8298,win,loss
1973-01-13,Italy,Turkiye,0.0,0.0,FIFA World Cup qualification,Naples,Italy,8299,draw,draw
1973-01-17,Greece,Spain,2.0,3.0,FIFA World Cup qualification,Athens,Greece,8300,loss,win
1973-01-24,England,Wales,1.0,1.0,FIFA World Cup qualification,London,England,8301,draw,draw
1973-01-26,Uganda,Congo,3.0,1.0,Friendly,Kampala,Uganda,8302,win,loss
1973-01-28,Cyprus,Bulgaria,0.0,3.0,Friendly,AkdoÄan,Cyprus,8303,loss,win
1973-01-30,Guyana,Haiti,1.0,3.0,Friendly,Georgetown,Guyana,8304,loss,win
1973-01-31,Greece,Bulgaria,2.0,2.0,Friendly,Athens,Greece,8305,draw,draw
1973-02-01,Guyana,Haiti,1.0,0.0,Friendly,Georgetown,Guyana,8306,win,loss
1973-02-04,Cameroon,Congo DR,0.0,1.0,FIFA World Cup qualification,Douala,Cameroon,8307,loss,win
1973-02-04,Haiti,Trinidad and Tobago,0.0,0.0,Friendly,Port-au-Prince,Haiti,8308,draw,draw
1973-02-04,Indonesia,Bulgaria,0.0,4.0,Friendly,Jakarta,Indonesia,8309,loss,win
1973-02-04,Tunisia,Serbia,0.0,5.0,Friendly,Tunis,Tunisia,8310,loss,win
1973-02-06,Haiti,Trinidad and Tobago,4.0,2.0,Friendly,Port-au-Prince,Haiti,8311,win,loss
1973-02-06,Mexico,Argentina,2.0,0.0,Friendly,Mexico City,Mexico,8312,win,loss
1973-02-08,Barbados,Haiti,3.0,2.0,Friendly,Bridgetown,Barbados,8313,win,loss
1973-02-08,New Caledonia,Bulgaria,3.0,5.0,Friendly,NoumÃ©a,New Caledonia,8314,loss,win
