date,home_team,away_team,home_score,away_score,tournament,city,country,id,home_result,away_result
1911-04-23,Belgium,Germany,2.0,1.0,Friendly,LiÃ¨ge,Belgium,291,win,loss
1911-04-23,Switzerland,France,5.0,2.0,Friendly,Geneva,Switzerland,292,win,loss
1911-04-30,Belgium,France,7.0,1.0,Friendly,Uccle,Belgium,293,win,loss
1911-05-07,Austria,Hungary,3.0,1.0,Friendly,Vienna,Austria,294,win,loss
1911-05-07,Italy,Switzerland,2.0,2.0,Friendly,Milan,Italy,295,draw,draw
1911-05-21,Switzerland,Italy,3.0,0.0,Friendly,La Chaux-de-Fonds,Switzerland,296,win,loss
1911-06-18,Sweden,Germany,2.0,4.0,Friendly,Solna,Sweden,297,loss,win
1911-08-15,Argentina,Uruguay,0.0,2.0,Copa Lipton,Buenos Aires,Argentina,298,loss,win
1911-09-17,Sweden,Norway,4.0,1.0,Friendly,Solna,Sweden,299,win,loss
1911-09-17,Uruguay,Argentina,2.0,3.0,Copa Newton,Montevideo,Uruguay,300,loss,win
1911-10-08,Uruguay,Argentina,1.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,301,draw,draw
1911-10-09,Germany,Austria,1.0,2.0,Friendly,Dresden,Germany,302,loss,win
1911-10-22,Argentina,Uruguay,2.0,0.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,303,win,loss
1911-10-22,Finland,Sweden,2.0,5.0,Friendly,Helsinki,Finland,304,loss,win
1911-10-29,Germany,Sweden,1.0,3.0,Friendly,Hamburg,Germany,305,loss,win
1911-10-29,Hungary,Switzerland,9.0,0.0,Friendly,Budapest,Hungary,306,win,loss
1911-10-29,Luxembourg,France,1.0,4.0,Friendly,Luxembourg,Luxembourg,307,loss,win
1911-10-29,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,308,win,loss
1911-11-05,Hungary,Austria,2.0,0.0,Friendly,Budapest,Hungary,309,win,loss
1911-12-17,Germany,Hungary,1.0,4.0,Friendly,Munich,Germany,310,loss,win
1912-01-28,France,Belgium,1.0,1.0,Friendly,Saint-Ouen,France,311,draw,draw
1912-02-10,Northern Ireland,England,1.0,6.0,British Home Championship,Dublin,Northern Ireland,312,loss,win
1912-02-18,France,Switzerland,4.0,1.0,Friendly,Saint-Ouen,France,313,win,loss
1912-02-20,Belgium,Switzerland,9.0,2.0,Friendly,Antwerp,Belgium,314,win,loss
1912-03-02,Scotland,Wales,1.0,0.0,British Home Championship,Edinburgh,Scotland,315,win,loss
1912-03-10,Belgium,Netherlands,1.0,2.0,Friendly,Antwerp,Belgium,316,loss,win
1912-03-11,Wales,England,0.0,2.0,British Home Championship,Wrexham,Wales,317,loss,win
1912-03-16,Northern Ireland,Scotland,1.0,4.0,British Home Championship,Belfast,Northern Ireland,318,loss,win
1912-03-17,Italy,France,3.0,4.0,Friendly,Turin,Italy,319,loss,win
1912-03-23,Scotland,England,1.0,1.0,British Home Championship,Glasgow,Scotland,320,draw,draw
1912-03-24,Netherlands,Germany,5.0,5.0,Friendly,Zwolle,Netherlands,321,draw,draw
1912-04-13,Wales,Northern Ireland,2.0,3.0,British Home Championship,Cardiff,Wales,322,loss,win
1912-04-14,Hungary,Germany,4.0,4.0,Friendly,Budapest,Hungary,323,draw,draw
1912-04-28,Netherlands,Belgium,4.0,3.0,Friendly,Dordrecht,Netherlands,324,win,loss
1912-05-05,Austria,Hungary,1.0,1.0,Friendly,Vienna,Austria,325,draw,draw
1912-05-05,Switzerland,Germany,1.0,2.0,Friendly,St. Gallen,Switzerland,326,loss,win
1912-06-16,Norway,Sweden,1.0,2.0,Friendly,Kristiania,Norway,327,loss,win
1912-06-20,Sweden,Hungary,2.0,2.0,Friendly,Gothenburg,Sweden,328,draw,draw
1912-06-23,Norway,Hungary,0.0,6.0,Friendly,Kristiania,Norway,329,loss,win
1912-06-27,Sweden,Finland,7.0,1.0,Friendly,Solna,Sweden,330,win,loss
1912-06-30,Austria,Italy,5.0,1.0,Friendly,Stockholm,Sweden,331,win,loss
1912-07-01,Austria,Norway,1.0,1.0,Friendly,Stockholm,Sweden,332,draw,draw
1912-07-03,Hungary,Austria,3.0,0.0,Friendly,Stockholm,Sweden,333,win,loss
1912-07-03,Norway,Russia,2.0,1.0,Friendly,Stockholm,Sweden,334,win,loss
1912-07-05,Netherlands,Austria,3.0,1.0,Friendly,Stockholm,Sweden,335,win,loss
1912-07-12,Russia,Hungary,0.0,9.0,Friendly,Moscow,Russia,336,loss,win
1912-07-14,Russia,Hungary,0.0,12.0,Friendly,Moscow,Russia,337,loss,win
1912-08-15,Uruguay,Argentina,2.0,0.0,Copa Lipton,Montevideo,Uruguay,338,win,loss
1912-08-25,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,339,win,loss
1912-09-22,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,340,loss,win
1912-10-06,Argentina,Uruguay,3.0,3.0,Copa Newton,Avellaneda,Argentina,341,draw,draw
1912-10-06,Denmark,Germany,3.0,1.0,Friendly,Copenhagen,Denmark,342,win,loss
1912-11-03,Hungary,Austria,4.0,0.0,Friendly,Budapest,Hungary,343,win,loss
1912-11-03,Sweden,Norway,4.0,2.0,Friendly,Gothenburg,Sweden,344,win,loss
1912-11-17,Germany,Netherlands,2.0,3.0,Friendly,Leipzig,Germany,345,loss,win
1912-12-01,Uruguay,Argentina,1.0,3.0,Friendly,Montevideo,Uruguay,346,loss,win
1912-12-22,Italy,Austria,1.0,3.0,Friendly,Genoa,Italy,347,loss,win
1913-01-12,France,Italy,1.0,0.0,Friendly,Saint-Ouen,France,348,win,loss
1913-01-18,Northern Ireland,Wales,0.0,1.0,British Home Championship,Belfast,Northern Ireland,349,loss,win
1913-02-15,Northern Ireland,England,2.0,1.0,British Home Championship,Belfast,Northern Ireland,350,win,loss
1913-02-16,Belgium,France,3.0,0.0,Friendly,Brussels,Belgium,351,win,loss
1913-03-03,Wales,Scotland,0.0,0.0,British Home Championship,Wrexham,Wales,352,draw,draw
1913-03-09,Belgium,Netherlands,3.0,3.0,Friendly,Antwerp,Belgium,353,draw,draw
1913-03-09,Switzerland,France,1.0,4.0,Friendly,Geneva,Switzerland,354,loss,win
1913-03-15,Northern Ireland,Scotland,1.0,2.0,British Home Championship,Dublin,Northern Ireland,355,loss,win
1913-03-17,England,Wales,4.0,3.0,British Home Championship,Bristol,England,356,win,loss
1913-04-05,England,Scotland,1.0,0.0,British Home Championship,London,England,357,win,loss
1913-04-20,France,Luxembourg,8.0,0.0,Friendly,Saint-Ouen,France,358,win,loss
1913-04-20,Netherlands,Belgium,2.0,4.0,Friendly,Zwolle,Netherlands,359,loss,win
1913-04-27,Austria,Hungary,1.0,4.0,Friendly,Vienna,Austria,360,loss,win
1913-05-01,Italy,Belgium,1.0,0.0,Friendly,Turin,Italy,361,win,loss
1913-05-04,Russia,Sweden,1.0,4.0,Friendly,Moscow,Russia,362,loss,win
1913-05-04,Switzerland,Belgium,1.0,2.0,Friendly,Basel,Switzerland,363,loss,win
1913-05-18,Germany,Switzerland,1.0,2.0,Friendly,Freiburg,Germany,364,loss,win
1913-05-18,Hungary,Sweden,2.0,0.0,Friendly,Budapest,Hungary,365,win,loss
1913-05-25,Denmark,Sweden,8.0,0.0,Friendly,Copenhagen,Denmark,366,win,loss
1913-06-08,Sweden,Norway,9.0,0.0,Friendly,Stockholm,Sweden,367,win,loss
1913-06-15,Argentina,Uruguay,1.0,1.0,Friendly,Avellaneda,Argentina,368,draw,draw
1913-06-15,Austria,Italy,2.0,0.0,Friendly,Vienna,Austria,369,win,loss
1913-07-09,Argentina,Uruguay,2.0,1.0,Friendly,Avellaneda,Argentina,370,win,loss
1913-08-15,Argentina,Uruguay,4.0,0.0,Copa Lipton,Avellaneda,Argentina,371,win,loss
1913-08-31,Argentina,Uruguay,2.0,0.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,372,win,loss
1913-09-14,Russia,Norway,1.0,1.0,Friendly,Moscow,Russia,373,draw,draw
1913-09-21,Chile,Argentina,0.0,2.0,Friendly,ViÃ±a del Mar,Chile,374,loss,win
1913-10-05,Sweden,Denmark,0.0,10.0,Friendly,Stockholm,Sweden,375,loss,win
1913-10-05,Uruguay,Argentina,1.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,376,win,loss
1913-10-26,Germany,Denmark,1.0,4.0,Friendly,Hamburg,Germany,377,loss,win
1913-10-26,Hungary,Austria,4.0,3.0,Friendly,Budapest,Hungary,378,win,loss
1913-10-26,Norway,Sweden,1.0,1.0,Friendly,Kristiania,Norway,379,draw,draw
1913-10-26,Uruguay,Argentina,1.0,0.0,Copa Newton,Montevideo,Uruguay,380,win,loss
1913-11-02,Belgium,Switzerland,2.0,0.0,Friendly,Verviers,Belgium,381,win,loss
1913-11-23,Belgium,Germany,6.0,2.0,Friendly,Antwerp,Belgium,382,win,loss
1914-01-11,Italy,Austria,0.0,0.0,Friendly,Milan,Italy,383,draw,draw
1914-01-19,Wales,Northern Ireland,1.0,2.0,British Home Championship,Wrexham,Wales,384,loss,win
1914-01-25,France,Belgium,4.0,3.0,Friendly,Lille,France,385,win,loss
1914-02-08,Luxembourg,France,5.0,4.0,Friendly,Luxembourg,Luxembourg,386,win,loss
1914-02-14,England,Northern Ireland,0.0,3.0,British Home Championship,Middlesbrough,England,387,loss,win
1914-02-28,Scotland,Wales,0.0,0.0,British Home Championship,Glasgow,Scotland,388,draw,draw
1914-03-08,France,Switzerland,2.0,2.0,Friendly,Saint-Ouen,France,389,draw,draw
1914-03-14,Northern Ireland,Scotland,1.0,1.0,British Home Championship,Belfast,Northern Ireland,390,draw,draw
1914-03-15,Belgium,Netherlands,2.0,4.0,Friendly,Antwerp,Belgium,391,loss,win
1914-03-16,Wales,England,0.0,2.0,British Home Championship,Cardiff,Wales,392,loss,win
1914-03-29,Italy,France,2.0,0.0,Friendly,Turin,Italy,393,win,loss
1914-04-05,Italy,Switzerland,1.0,1.0,Friendly,Genoa,Italy,394,draw,draw
1914-04-05,Netherlands,Germany,4.0,4.0,Friendly,Amsterdam,Netherlands,395,draw,draw
1914-04-14,Scotland,England,3.0,1.0,British Home Championship,Glasgow,Scotland,396,win,loss
1914-04-26,Netherlands,Belgium,4.0,2.0,Friendly,Amsterdam,Netherlands,397,win,loss
1914-05-03,Austria,Hungary,2.0,0.0,Friendly,Vienna,Austria,398,win,loss
1914-05-17,Denmark,Netherlands,4.0,3.0,Friendly,Copenhagen,Denmark,399,win,loss
1914-05-17,Switzerland,Italy,0.0,1.0,Friendly,Berne,Switzerland,400,loss,win
1914-05-24,Sweden,Finland,4.0,3.0,Friendly,Solna,Sweden,401,win,loss
1914-05-31,Hungary,France,5.0,1.0,Friendly,Budapest,Hungary,402,win,loss
1914-06-21,Sweden,Hungary,1.0,1.0,Friendly,Solna,Sweden,403,draw,draw
1914-06-28,Norway,Sweden,0.0,1.0,Friendly,Kristiania,Norway,404,loss,win
1914-07-05,Sweden,Russia,2.0,2.0,Friendly,Solna,Sweden,405,draw,draw
1914-07-12,Norway,Russia,1.0,1.0,Friendly,Kristiania,Norway,406,draw,draw
1914-08-30,Uruguay,Argentina,3.0,2.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,407,win,loss
1914-09-13,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,408,win,loss
1914-09-20,Argentina,Brazil,3.0,0.0,Friendly,Buenos Aires,Argentina,409,win,loss
1914-09-27,Argentina,Brazil,0.0,1.0,Copa Roca,Buenos Aires,Argentina,410,loss,win
1914-10-04,Hungary,Austria,2.0,2.0,Friendly,Budapest,Hungary,411,draw,draw
1914-10-25,Sweden,Norway,7.0,0.0,Friendly,Solna,Sweden,412,win,loss
1914-11-08,Austria,Hungary,1.0,2.0,Friendly,Vienna,Austria,413,loss,win
1915-01-31,Italy,Switzerland,3.0,1.0,Friendly,Turin,Italy,414,win,loss
1915-05-02,Hungary,Austria,2.0,5.0,Friendly,Budapest,Hungary,415,loss,win
1915-05-30,Austria,Hungary,1.0,2.0,Friendly,Vienna,Austria,416,loss,win
1915-06-06,Denmark,Sweden,2.0,0.0,Friendly,Copenhagen,Denmark,417,win,loss
1915-06-27,Norway,Sweden,1.0,1.0,Friendly,Kristiania,Norway,418,draw,draw
1915-07-18,Uruguay,Argentina,2.0,3.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,419,loss,win
1915-08-15,Argentina,Uruguay,2.0,1.0,Copa Lipton,Buenos Aires,Argentina,420,win,loss
1915-09-12,Uruguay,Argentina,2.0,0.0,Copa Newton,Montevideo,Uruguay,421,win,loss
1915-09-19,Denmark,Norway,8.0,1.0,Friendly,Copenhagen,Denmark,422,win,loss
1915-10-03,Austria,Hungary,4.0,2.0,Friendly,Vienna,Austria,423,win,loss
1915-10-24,Sweden,Norway,5.0,2.0,Friendly,Stockholm,Sweden,424,win,loss
1915-10-31,Sweden,Denmark,0.0,2.0,Friendly,Stockholm,Sweden,425,loss,win
1915-11-07,Hungary,Austria,6.0,2.0,Friendly,Budapest,Hungary,426,win,loss
1916-05-07,Austria,Hungary,3.0,1.0,Friendly,Vienna,Austria,427,win,loss
1916-06-04,Denmark,Sweden,2.0,0.0,Friendly,Copenhagen,Denmark,428,win,loss
1916-06-04,Hungary,Austria,2.0,1.0,Friendly,Budapest,Hungary,429,win,loss
1916-06-25,Norway,Denmark,0.0,2.0,Friendly,Kristiania,Norway,430,loss,win
1916-07-02,Chile,Uruguay,0.0,4.0,Copa AmÃ©rica,Buenos Aires,Argentina,431,loss,win
1916-07-02,Sweden,Norway,6.0,0.0,Friendly,Stockholm,Sweden,432,win,loss
1916-07-06,Argentina,Chile,6.0,1.0,Copa AmÃ©rica,Buenos Aires,Argentina,433,win,loss
1916-07-08,Brazil,Chile,1.0,1.0,Copa AmÃ©rica,Buenos Aires,Argentina,434,draw,draw
1916-07-10,Argentina,Brazil,1.0,1.0,Copa AmÃ©rica,Buenos Aires,Argentina,435,draw,draw
1916-07-12,Argentina,Chile,1.0,0.0,Friendly,Buenos Aires,Argentina,436,win,loss
1916-07-12,Brazil,Uruguay,1.0,2.0,Copa AmÃ©rica,Buenos Aires,Argentina,437,loss,win
1916-07-14,Uruguay,Chile,4.0,1.0,Friendly,Montevideo,Uruguay,438,win,loss
1916-07-17,Argentina,Uruguay,0.0,0.0,Copa AmÃ©rica,Avellaneda,Argentina,439,draw,draw
1916-07-18,Uruguay,Brazil,0.0,1.0,Friendly,Montevideo,Uruguay,440,loss,win
1916-08-15,Argentina,Uruguay,3.0,1.0,Copa Newton,Avellaneda,Argentina,441,win,loss
1916-08-15,Uruguay,Argentina,1.0,2.0,Copa Lipton,Montevideo,Uruguay,442,loss,win
1916-08-20,Sweden,USA,2.0,3.0,Friendly,Stockholm,Sweden,443,loss,win
1916-09-03,Norway,USA,1.0,1.0,Friendly,Kristiania,Norway,444,draw,draw
1916-10-01,Argentina,Uruguay,7.0,2.0,Friendly,Avellaneda,Argentina,445,win,loss
1916-10-01,Hungary,Austria,2.0,3.0,Friendly,Budapest,Hungary,446,loss,win
1916-10-01,Norway,Sweden,0.0,0.0,Friendly,Kristiania,Norway,447,draw,draw
1916-10-01,Uruguay,Argentina,0.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,448,loss,win
1916-10-08,Sweden,Denmark,4.0,0.0,Friendly,Stockholm,Sweden,449,win,loss
1916-10-15,Denmark,Norway,8.0,0.0,Friendly,Copenhagen,Denmark,450,win,loss
1916-10-29,Uruguay,Argentina,3.0,1.0,Friendly,Montevideo,Uruguay,451,win,loss
1916-11-05,Austria,Hungary,3.0,3.0,Friendly,Vienna,Austria,452,draw,draw
1917-05-06,Austria,Hungary,1.0,1.0,Friendly,Vienna,Austria,453,draw,draw
1917-05-07,Japan,Philippines,2.0,15.0,Friendly,Tokyo,Japan,454,loss,win
1917-06-03,Denmark,Sweden,1.0,1.0,Friendly,Copenhagen,Denmark,455,draw,draw
1917-06-03,Hungary,Austria,6.0,2.0,Friendly,Budapest,Hungary,456,win,loss
1917-06-17,Norway,Denmark,1.0,2.0,Friendly,Kristiania,Norway,457,loss,win
1917-07-15,Austria,Hungary,1.0,4.0,Friendly,Vienna,Austria,458,loss,win
1917-07-18,Uruguay,Argentina,0.0,2.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,459,loss,win
1917-08-15,Argentina,Uruguay,1.0,0.0,Copa Lipton,Avellaneda,Argentina,460,win,loss
1917-08-19,Sweden,Norway,3.0,3.0,Friendly,Helsingborg,Sweden,461,draw,draw
1917-09-02,Uruguay,Argentina,1.0,0.0,Copa Newton,Montevideo,Uruguay,462,win,loss
1917-09-16,Norway,Sweden,0.0,2.0,Friendly,Kristiania,Norway,463,loss,win
1917-09-30,Uruguay,Chile,4.0,0.0,Copa AmÃ©rica,Montevideo,Uruguay,464,win,loss
1917-10-03,Argentina,Brazil,4.0,2.0,Copa AmÃ©rica,Montevideo,Uruguay,465,win,loss
1917-10-06,Argentina,Chile,1.0,0.0,Copa AmÃ©rica,Montevideo,Uruguay,466,win,loss
1917-10-07,Denmark,Norway,12.0,0.0,Friendly,Copenhagen,Denmark,467,win,loss
1917-10-07,Hungary,Austria,2.0,1.0,Friendly,Budapest,Hungary,468,win,loss
1917-10-07,Uruguay,Brazil,4.0,0.0,Copa AmÃ©rica,Montevideo,Uruguay,469,win,loss
1917-10-12,Brazil,Chile,5.0,0.0,Copa AmÃ©rica,Montevideo,Uruguay,470,win,loss
1917-10-14,Sweden,Denmark,1.0,2.0,Friendly,Stockholm,Sweden,471,loss,win
1917-10-14,Uruguay,Argentina,1.0,0.0,Copa AmÃ©rica,Montevideo,Uruguay,472,win,loss
1917-10-16,Uruguay,Brazil,3.0,1.0,Friendly,Montevideo,Uruguay,473,win,loss
1917-11-04,Austria,Hungary,1.0,2.0,Friendly,Vienna,Austria,474,loss,win
1917-12-23,Switzerland,Austria,0.0,1.0,Friendly,Basel,Switzerland,475,loss,win
1917-12-26,Switzerland,Austria,3.0,2.0,Friendly,ZÃ¼rich,Switzerland,476,win,loss
1918-04-14,Hungary,Austria,2.0,0.0,Friendly,Budapest,Hungary,477,win,loss
1918-05-09,Austria,Switzerland,5.0,1.0,Friendly,Vienna,Austria,478,win,loss
1918-05-12,Hungary,Switzerland,2.0,1.0,Friendly,Budapest,Hungary,479,win,loss
1918-05-26,Sweden,Norway,2.0,0.0,Friendly,Stockholm,Sweden,480,win,loss
1918-06-02,Austria,Hungary,0.0,2.0,Friendly,Vienna,Austria,481,loss,win
1918-06-02,Denmark,Sweden,3.0,0.0,Friendly,Copenhagen,Denmark,482,win,loss
1918-06-16,Norway,Denmark,3.0,1.0,Friendly,Kristiania,Norway,483,win,loss
1918-07-18,Uruguay,Argentina,1.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,484,draw,draw
1918-07-28,Uruguay,Argentina,3.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,485,win,loss
1918-08-15,Argentina,Uruguay,0.0,0.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,486,draw,draw
1918-08-25,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,487,win,loss
1918-09-15,Norway,Sweden,2.0,1.0,Friendly,Kristiania,Norway,488,win,loss
1918-09-20,Uruguay,Argentina,1.0,1.0,Copa Lipton,Montevideo,Uruguay,489,draw,draw
1918-09-29,Argentina,Uruguay,2.0,0.0,Copa Newton,Buenos Aires,Argentina,490,win,loss
1918-10-06,Austria,Hungary,0.0,3.0,Friendly,Vienna,Austria,491,loss,win
1918-10-06,Denmark,Norway,4.0,0.0,Friendly,Copenhagen,Denmark,492,win,loss
1918-10-20,Sweden,Denmark,1.0,2.0,Friendly,Gothenburg,Sweden,493,loss,win
1919-03-09,Belgium,France,2.0,2.0,Friendly,Brussels,Belgium,494,draw,draw
1919-04-06,Hungary,Austria,2.0,1.0,Friendly,Budapest,Hungary,495,win,loss
1919-05-11,Brazil,Chile,6.0,0.0,Copa AmÃ©rica,Rio de Janeiro,Brazil,496,win,loss
1919-05-11,Paraguay,Argentina,1.0,5.0,Friendly,Asuncion,Paraguay,497,loss,win
1919-05-13,Argentina,Uruguay,2.0,3.0,Copa AmÃ©rica,Rio de Janeiro,Brazil,498,loss,win
1919-05-15,Paraguay,Argentina,0.0,3.0,Friendly,Asuncion,Paraguay,499,loss,win
1919-05-17,Chile,Uruguay,0.0,2.0,Copa AmÃ©rica,Rio de Janeiro,Brazil,500,loss,win
1919-05-18,Brazil,Argentina,3.0,1.0,Copa AmÃ©rica,Rio de Janeiro,Brazil,501,win,loss
1919-05-21,Paraguay,Argentina,1.0,2.0,Friendly,Asuncion,Paraguay,502,loss,win
1919-05-22,Argentina,Chile,4.0,1.0,Copa AmÃ©rica,Rio de Janeiro,Brazil,503,win,loss
1919-05-24,Paraguay,Argentina,1.0,2.0,Friendly,Asuncion,Paraguay,504,loss,win
1919-05-26,Brazil,Uruguay,2.0,2.0,Copa AmÃ©rica,Rio de Janeiro,Brazil,505,draw,draw
1919-05-29,Brazil,Uruguay,1.0,0.0,Copa AmÃ©rica,Rio de Janeiro,Brazil,506,win,loss
1919-05-29,Sweden,Finland,1.0,0.0,Friendly,Stockholm,Sweden,507,win,loss
1919-06-01,Brazil,Argentina,3.0,3.0,Friendly,Rio de Janeiro,Brazil,508,draw,draw
1919-06-05,Denmark,Sweden,3.0,0.0,Friendly,Copenhagen,Denmark,509,win,loss
1919-06-09,Netherlands,Sweden,3.0,1.0,Friendly,Amsterdam,Netherlands,510,win,loss
1919-06-12,Denmark,Norway,5.0,1.0,Friendly,Copenhagen,Denmark,511,win,loss
1919-06-29,Norway,Sweden,4.0,3.0,Friendly,Kristiania,Norway,512,win,loss
1919-07-18,Uruguay,Argentina,4.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,513,win,loss
1919-08-24,Sweden,Netherlands,4.0,1.0,Friendly,Stockholm,Sweden,514,win,loss
1919-08-24,Uruguay,Argentina,2.0,1.0,Copa Newton,Montevideo,Uruguay,515,win,loss
1919-08-31,Norway,Netherlands,1.0,1.0,Friendly,Oslo,Norway,516,draw,draw
1919-09-07,Argentina,Uruguay,1.0,2.0,Copa Lipton,Buenos Aires,Argentina,517,loss,win
1919-09-14,Sweden,Norway,1.0,5.0,Friendly,Gothenburg,Sweden,518,loss,win
1919-09-21,Norway,Denmark,3.0,2.0,Friendly,Kristiania,Norway,519,win,loss
1919-09-28,Finland,Sweden,3.0,3.0,Friendly,Helsinki,Finland,520,draw,draw
1919-10-05,Austria,Hungary,2.0,0.0,Friendly,Vienna,Austria,521,win,loss
1919-10-12,Sweden,Denmark,3.0,0.0,Friendly,Stockholm,Sweden,522,win,loss
1919-10-19,Argentina,Uruguay,6.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,523,win,loss
1919-10-25,Northern Ireland,England,1.0,1.0,British Home Championship,Belfast,Northern Ireland,524,draw,draw
1919-11-09,Hungary,Austria,3.0,2.0,Friendly,Budapest,Hungary,525,win,loss
1919-12-07,Uruguay,Argentina,4.0,2.0,Friendly,Montevideo,Uruguay,526,win,loss
1920-01-18,Italy,France,9.0,4.0,Friendly,Milan,Italy,527,win,loss
1920-02-14,Northern Ireland,Wales,2.0,2.0,British Home Championship,Belfast,Northern Ireland,528,draw,draw
1920-02-26,Wales,Scotland,1.0,1.0,British Home Championship,Cardiff,Wales,529,draw,draw
1920-02-29,Switzerland,France,0.0,2.0,Friendly,Geneva,Switzerland,530,loss,win
1920-03-13,Scotland,Northern Ireland,3.0,0.0,British Home Championship,Glasgow,Scotland,531,win,loss
1920-03-15,England,Wales,1.0,2.0,British Home Championship,London,England,532,loss,win
1920-03-28,France,Belgium,2.0,1.0,Friendly,Paris,France,533,win,loss
1920-03-28,Switzerland,Italy,3.0,0.0,Friendly,Berne,Switzerland,534,win,loss
